group	problem	chapter	section	why
部署、运维与升级	下载回来的脚本和二进制,怎么保证它没被掉包?	chapters/r10b-desktop-application.md	3.4 供应链:安装器把信任交给了网络	安装器从公网取脚本就执行,整个 crate 零散列校验
部署、运维与升级	下载回来的脚本和二进制,怎么保证它没被掉包?	chapters/r11a-ops-and-delivery.md	3.3 发布:"制品"比你想的少	整条发布链只有 TLS,唯一做哈希的是依赖锁文件
部署、运维与升级	一行 curl 管道 bash,到底替我做了多少事?	chapters/r11a-ops-and-delivery.md	1. 从一个场景说起:你敲了那行 `curl | bash`	三千多行脚本要处理的平台差异,以及一处自相矛盾的提示
部署、运维与升级	改一行 Dockerfile 的注释,CI 该跑什么?怎么只跑相关的?	chapters/r11a-ops-and-delivery.md	3.1 CI 不是"跑测试",是一个分类器加一道门	lane 分类器的设计倾向,以及一个扩展名造成的覆盖洞
部署、运维与升级	某个 CI job 变红了,合并按钮却还是绿的,这是怎么回事?	chapters/r11a-ops-and-delivery.md	3.1 CI 不是"跑测试",是一个分类器加一道门	分支保护只认汇总 job,手写 needs 漏一个就等于没有
部署、运维与升级	一个容器里要跑两个必须共存的服务,谁负责重启挂掉的那个?	chapters/r11a-ops-and-delivery.md	3.2 容器里跑的不是一个进程,是一棵监督树	s6 监督树的目录约定,两个长驻服务并列各自只依赖 base
部署、运维与升级	Windows 和 POSIX 两个安装器,文档说的安装器行为指哪一个?	chapters/r11a-ops-and-delivery.md	3.4 一件事写两遍:两个安装器	两份安装器 stage 名只有两处对得上,开关面也不同
部署、运维与升级	一个叫 all 的依赖 extra,真的会把全部可选依赖装进来吗?	chapters/r11a-ops-and-delivery.md	5. 地图与代码的出入	递归展开只含 11 个 extra,而仓库共定义 45 个
部署、运维与升级	我要照着搭一条交付链,从 CI 到容器到安装器该有哪几环?	chapters/r11a-ops-and-delivery.md	2. 全景	三条主干:验证与发布、落到机器、发货内容,在用户机器汇合
界面与客户端	命令在帮助里列着,敲下去却说未知命令,怎么回事?	chapters/r8a-configuration-surface.md	3.9 命令注册表:一份定义,四个各自过滤的视图	一份定义派生四个各自过滤的视图,有多少条命令要先问对谁而言
界面与客户端	命令在帮助里列着,敲下去却说未知命令,怎么回事?	chapters/r8b-cli-trunk-and-interaction.md	4.3 同一个形状的另一副面孔:两份必须手工对齐的名单	注册表决定用户看到什么、分发链决定用户能做什么,两者靠人对齐
界面与客户端	敲下一条命令到进入对话,中间到底有多少人在做决定?	chapters/r8b-cli-trunk-and-interaction.md	TL;DR(快读路径)	入口不是那个最像的文件,而且解析参数之前已经做完一大堆决定
界面与客户端	敲下一条命令到进入对话,中间到底有多少人在做决定?	chapters/r8b-cli-trunk-and-interaction.md	2. 全景	左半边决定用什么配置怎么启动,右半边决定一次交互怎么跑完
界面与客户端	档案参数决定读哪份配置,可模块导入时就已经读了配置,怎么办?	chapters/r8b-cli-trunk-and-interaction.md	1. 从一个场景说起:`hermes -p work chat` 敲下去之后	在参数解析之前手工扫一遍 argv,以及这一手欠下的带值参数名单债
界面与客户端	我只是敲了 --help,帮助文本却被打印了两遍,为什么?	chapters/r8b-cli-trunk-and-interaction.md	5.2 `SystemExit` 里,退出码是唯一能分开"我打印完了"和"我失败了"的信息	正常完成和失败用同一个异常类型表达,只有退出码能把两者分开
界面与客户端	我要写一个 CLI 入口,启动顺序和那些手抄名单该怎么处理?	chapters/r8b-cli-trunk-and-interaction.md	6. 可迁移的设计原则	八条:入口顺序是资源、手抄名单要对账、except 作用域要和注释一样窄
界面与客户端	文档说不支持某种界面语言,而语言包其实是齐的,怎么会这样?	chapters/r9b-multimodal-delivery.md	4.1 展开第 7 条:本簇 15 条问题里,多数是"副本漂了"	文档少列一种语言还顺带断言它回落英语,而译文叶子键齐全
界面与客户端	后台网关重启后客户端重连成功,界面却再也收不到消息了?	chapters/r10-client-interface-layer.md	1. 从一个场景说起:你按下 Ctrl+C,然后网关重启了	订阅开关被重置,而唯一的开启点挂在只跑一次的初始化里
界面与客户端	一个内核要同时接终端、编辑器、浏览器和桌面端,该给几套协议?	chapters/r10-client-interface-layer.md	2. 全景:一个内核,四条缝	四条缝的协议、体量与接口面全表,以及穷举而非抽样的判据
界面与客户端	协议里的方法越加越多,怎么知道哪些其实已经没人调了?	chapters/r10-client-interface-layer.md	3.1 缝一:终端的 JSON-RPC —— 144 个方法,82 个被用到	144 个方法只有 82 个被终端调用,19 个全仓无调用方
界面与客户端	什么时候自己重写一个渲染器或者布局引擎才是对的?	chapters/r10-client-interface-layer.md	3.4 为什么要自己养一个渲染器和一个布局引擎	为绕开打包器死锁而重写,并把范围框在实际用到的那一小块
界面与客户端	桌面端从输入框到内核,中间要穿过哪几层?	chapters/r10b-desktop-application.md	1. 从一个场景说起:你在桌面端敲下一句话	一次输入穿过输入区、状态层、说话人、事件分派、渲染五层
界面与客户端	界面里有些字符串没翻译,直接显示成程序标识符,类型检查为什么没拦?	chapters/r10b-desktop-application.md	3.3 同一件事写两遍:本章缺陷的主形状	开放式类型对「少了哪个键」毫无意见
工程方法与项目治理	我要造一个 agent harness,整体该切成哪几块、各块负责什么?	chapters/r1-what-is-hermes-agent.md	TL;DR(读这一段就有全貌)	五句话给出内核、工具、执行、存储、网关的分工与全仓规模
工程方法与项目治理	我要造一个 agent harness,整体该切成哪几块、各块负责什么?	chapters/r1-what-is-hermes-agent.md	2. 全景:七个部件如何拼在一起	一张图加一张表把七个部件与它们的一句话职责对上
工程方法与项目治理	面对一个几百万行的陌生仓库,怎么保证没有角落被漏掉?	chapters/r1-what-is-hermes-agent.md	3. 全仓地图:8,530 个文件都归了类	用五层台账把全部文件归层,各层行数加总必须等于全仓总行数
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r1-what-is-hermes-agent.md	4. 一个要提前知道的"坑":地图会骗你,代码不会	立下以代码为准的铁律,并给出一个死代码被当现役特性介绍的实例
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r2-turn-loop-and-model-access.md	5. 地图与代码的出入	回合循环簇的逐条定案:循环位置、迭代上限、并发方式、缓存布局
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r3-tool-infrastructure.md	5. 地图与代码的出入	工具簇定案:安全文档符号名普遍滞后,机制描述大体正确
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r4-execution-environments.md	5. 地图与代码的出入	执行侧定案:是什么层面大体对,默认值、触发时机、覆盖边界普遍滞后
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r5-session-state-and-persistence.md	5. 地图与代码的出入	持久层定案:版本号、默认值、数量、层位系统性滞后,且三处文档自相矛盾
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r6-memory-provider-ecosystem.md	5. 地图与代码的出入	八个记忆后端 README 全部落后于代码,最易腐烂的是表格类宣称
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r7-gateway-session-core.md	5.1 文档写错了(▲ 三处)	网关核心三处 ▲,含会话键示例值与 DM 配对方向写反
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r7-gateway-session-core.md	5.2 文档整块没写(◇)	缩容到零的网关侧整块代码有、文档无,是本簇最大的地图空白
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r7b-platform-integration.md	5. 地图与代码的出入	24 条定案,以及 ▲ 为什么必须连整句整段一起判
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r7c-gateway-periphery-and-scheduling.md	5. 地图与代码的出入	41 条定案挑四类讲:照着做不到的清单、差 900 倍的默认值、幽灵状态
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r8a-configuration-surface.md	5. 地图与代码的出入(本簇定案)	配置面九条 ▲,含文档那条四级优先级链在代码里根本不存在
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r8b-cli-trunk-and-interaction.md	7. 地图与代码的出入(本簇定案)	本簇定案,含文档教用户设的那个键其读取分支是死代码
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r9d-tool-surface-and-guard-placement.md	5. 地图与代码的出入	用「前件成不成立」判定,并按定稿时的快照拆判三类
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r10b-desktop-application.md	6. 地图与代码的出入	整句整段一并判定,两处因此被降级或被撤销
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r8d-self-custody.md	6. 地图与代码的出入	文档字面为真但显著保守时,记 ◎ 而不是 ▲ 的理由
工程方法与项目治理	只看博客大概了解 agent 够不够,哪些坑不读代码永远想不到?	chapters/r1-what-is-hermes-agent.md	5. 为什么值得逐条读透(而不是"看个大概")	用空响应、凭据过期、prompt cache 三例说明机制的存在本身最容易漏掉
工程方法与项目治理	我第一次读这本书,该从哪一章开始、按什么顺序往下?	chapters/r1-what-is-hermes-agent.md	6. 阅读路线	按依赖顺序给出推荐路线,每一章配一句话主题
工程方法与项目治理	书里这些结论凭什么可信,我怎么自己复核其中一条?	chapters/r1-what-is-hermes-agent.md	7. 这本书怎么写、凭什么可信	三条方法约束:每个断言配行号、测试当规格跑、文档冲突记录在案
工程方法与项目治理	注释和 docstring 会不会说谎?有没有可复用的判据?	chapters/r7-gateway-session-core.md	5.3 代码内注释也会说谎(源码级漂移)	三处源码级漂移:名字骗人、示例与自述数字对不上、返回值语义早已退化
工程方法与项目治理	注释和 docstring 会不会说谎?有没有可复用的判据?	chapters/r7-gateway-session-core.md	5.5 本簇的元规律	归纳出用户文档常比开发者文档新等三条腐烂规律
工程方法与项目治理	注释和 docstring 会不会说谎?有没有可复用的判据?	chapters/r7b-platform-integration.md	5. 地图与代码的出入	路径腐烂:代码注释里指向的文件已搬家,比文档腐烂更难发现
工程方法与项目治理	注释和 docstring 会不会说谎?有没有可复用的判据?	chapters/r7c-gateway-periphery-and-scheduling.md	5. 地图与代码的出入	时间腐烂:模块注释里出现将来时或具体计数,基本可断定已过期
工程方法与项目治理	模块写好了、测试也绿,怎么确认它真的被接线调用过?	chapters/r7-gateway-session-core.md	5.4 最重的一级:接线级落差	整个内存监控模块零生产调用点,给出沿启动路径找调用点的核查法
工程方法与项目治理	模块写好了、测试也绿,怎么确认它真的被接线调用过?	chapters/r7c-gateway-periphery-and-scheduling.md	3.6 缩容到零:纯函数写对了,调用方喂错了	纯函数没写错,调用方喂了一个名字对、含义完全不同的字段
工程方法与项目治理	模块写好了、测试也绿,怎么确认它真的被接线调用过?	chapters/r8b-cli-trunk-and-interaction.md	3.3 死法三:读它的代码根本跑不到	读配置的那半句因为参数默认值不是 None 而永远跑不到
工程方法与项目治理	模块写好了、测试也绿,怎么确认它真的被接线调用过?	chapters/r8a-configuration-surface.md	4. 可迁移的设计原则	原则十二:配置键默认值撞上硬编码兜底值时,验证必然给出假阳性
工程方法与项目治理	怎么才能让文档不腐烂,除了靠自觉还有别的手段吗?	chapters/r7b-platform-integration.md	合起来说明了什么	有测试守着的契约文档全仓最准,没测试守着的贡献了六条 ▲
工程方法与项目治理	怎么才能让文档不腐烂,除了靠自觉还有别的手段吗?	chapters/r7c-gateway-periphery-and-scheduling.md	4. 可迁移的设计原则	第九条给出佐证:没把文档写进断言的这一簇贡献了 21 条文档矛盾
工程方法与项目治理	怎么才能让文档不腐烂,除了靠自觉还有别的手段吗?	chapters/r9a-capability-organization.md	5.2 一份没有腐烂的文档	带版本号的契约文档,六项可证伪断言全部成立
工程方法与项目治理	功能坏了,现象却和一切正常长得一模一样,这类静默失败怎么抓?	chapters/r7c-gateway-periphery-and-scheduling.md	3.7 三次同样的手滑:读一个不存在的字段	取默认值、or 空串、MagicMock 三件套叠加,读错字段毫无声响
工程方法与项目治理	功能坏了,现象却和一切正常长得一模一样,这类静默失败怎么抓?	chapters/r8a-configuration-surface.md	1. 从一个场景说起:我照着文档配了,机器人也好了,面板却说没配	双重死代码让面板漏显示,而漏显示看起来就像用户自己没配
工程方法与项目治理	功能坏了,现象却和一切正常长得一模一样,这类静默失败怎么抓?	chapters/r8b-cli-trunk-and-interaction.md	4.1 故事:一个从来没显示过的启动提示	异常被 except 吞掉,且它只在有东西要显示时才抛,于是永远看不见
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r8b-cli-trunk-and-interaction.md	4.2 三个独立实例	改对了但只改了 N-1 个消费方的三个独立实例与各自症状
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r8b-cli-trunk-and-interaction.md	4.3 同一个形状的另一副面孔:两份必须手工对齐的名单	五份必须手工对齐的名单,其中一份已让命令列得出来却敲不出去
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r8a-configuration-surface.md	4. 可迁移的设计原则	原则十六把十七项同一语义多份实现摊开数,同步失败十五项
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r9b-multimodal-delivery.md	4.1 展开第 7 条:本簇 15 条问题里,多数是"副本漂了"	四份副本写给四个读者,三例漂移的共同形状与实操修法
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r9c-external-interfaces.md	3.2 「同一份知识写第二遍」—— 这一轮把病因看清了	仓库已有钉住副本的测试惯例,而漂的那份不在它的作用域内
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r10b-desktop-application.md	3.3 同一件事写两遍:本章缺陷的主形状	重试清单、错误文案、语言包三处两份实现零绑定
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r10b-desktop-application.md	3.5 渲染分派表:5 行永远命不中	工具名映射表跨语言腐烂,5 行永远命不中
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r10b-desktop-application.md	4. 可迁移的设计原则	一份规则只允许有一个实现,做不到就要一条机器能查的绑定
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r11b-the-unwritten-layer.md	3.2 手抄的名单一定会漂	手抄名单必漂的三个实例,以及生成或核对测试这条判据
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r11a-ops-and-delivery.md	4. 可迁移的设计原则	把「同一事实写两遍」的地方各写一条断言钉死
工程方法与项目治理	拆巨型文件时,哪些语句一搬家含义就变了?	chapters/r8b-cli-trunk-and-interaction.md	4.4 同一段代码搬了个家,含义就变了 —— 一个已发货的 bug	global 的含义取决于代码住在哪个模块,搬家不报错只会安静地写错变量
工程方法与项目治理	两处实现不一致却一直没出事,是不是就可以先不管?	chapters/r8b-cli-trunk-and-interaction.md	4.5 一个反例:靠"每处再防一次"撑住的不一致	不出事的原因是三处各自又防了一次,纵深防御把不一致藏了起来
工程方法与项目治理	一个两万行的单文件该怎么拆?拆分和安全又有什么关系?	chapters/r8c-dashboard-and-web.md	3.5 一个 17,732 行的文件正在往外拆	按功能簇往外拆,是让守卫能被复用的前提
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r9c-external-interfaces.md	4. 可迁移的设计原则	测试替身重抄了被测逻辑,断言只是在验证复制本身
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r8d-self-custody.md	3.1 自我更新:进程在替换自己的时候还活着	更新锁的 25 个测试全是顺序语义,并发缺陷测不出来
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r8c-dashboard-and-web.md	5. 地图与代码的出入	本该守住 cron 投递名单的那个回归测试类是空的
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r10-client-interface-layer.md	3.1 缝一:终端的 JSON-RPC —— 144 个方法,82 个被用到	模块主路径永久走回落分支,模块还在、测试还绿
工程方法与项目治理	测试全绿,可它其实什么都没验,这种情况怎么发现?	chapters/r11b-the-unwritten-layer.md	5. 地图与代码的出入	一个全仓没人抛的异常,配了一个永远会通过的测试
工程方法与项目治理	仓库根上几个看着像批处理功能的文件,到底是不是产品功能?	chapters/r9a-capability-organization.md	3.5 研究管线:它不是产品功能	三条判据把研究管线与产品功能分开,并附一条实跑缺陷
工程方法与项目治理	文档里 15 个默认值有 14 个是对的,剩下那个错的怎么被发现?	chapters/r9a-capability-organization.md	5.1 本簇的 ▲(文档与代码矛盾)	高准确率的文档让其中唯一的那个错误更难被发现
工程方法与项目治理	仓库里有个三千多行的宠物包,它到底是不是游戏?要不要读?	chapters/r9b-multimodal-delivery.md	3.5 虚拟宠物:3,653 行到底是什么	它是头像形态的状态指示灯,55% 是一次性资产工厂
工程方法与项目治理	文件名字像是出图链路的一部分,实际跟出图无关,该怎么办?	chapters/r9b-multimodal-delivery.md	5. 地图与代码的出入	命名承诺的归属与真实调用图的出入,代价等同文档说错话
工程方法与项目治理	怎么知道一个可选依赖没装,而不是等它在半夜炸?	chapters/r9c-external-interfaces.md	3.1 传输层:一个抽象,和三份互相抄的能力表	一个为优雅降级写的 except,把自己代码的 import bug 也吞了
工程方法与项目治理	怎么知道一个可选依赖没装,而不是等它在半夜炸?	chapters/r10-client-interface-layer.md	4. 可迁移的设计原则	同一个缺失依赖,一处静默不跑 96 个用例、一处只错一条
工程方法与项目治理	我怀疑自己只是在挑刺,怎么证明一个缺陷形态是普遍的?	chapters/r9d-tool-surface-and-guard-placement.md	3.7 把这个形态数一遍:它是普遍的,还是我挑出来的?	AST 机械枚举 17 处同类常量,把人工实例放回分布里
工程方法与项目治理	同一个仓库里两份文档互相矛盾,该以哪一份为准?	chapters/r10-client-interface-layer.md	5. 地图与代码的出入	地图自己和自己打架的首例,以及指向不存在清单的文档
工程方法与项目治理	别人给的结论有没有真跑起来验证过?怎么读出一份分析的限度?	chapters/r10-client-interface-layer.md	6. 本章的限度(必须一起读)	把没跑过的、没装 SDK 的、不在本章的四条限度写进正文
工程方法与项目治理	fork 了别人的 MIT 代码,许可声明还在吗?	chapters/r10-client-interface-layer.md	3.4 为什么要自己养一个渲染器和一个布局引擎	整个包零许可声明、没有 LICENSE 文件、也没有 license 字段
工程方法与项目治理	读一个几十万行的仓库,哪些文件只需要知悉用途?交付到什么程度?	chapters/r10b-desktop-application.md	5. 方法论:本项目第一次量出 L3 的成本	先定判据再动手,这一层交「形态账」而不是一份目录
工程方法与项目治理	随代码一起发货的知识库,要不要和代码一样有守门人?	chapters/r11a-ops-and-delivery.md	3.5 随货发出的知识库	183 份技能文档无仓库级校验,作者本机路径随货发出
工程方法与项目治理	把参数定义从一个一万两千行的主文件里拆出来,值不值得?	chapters/r11b-the-unwritten-layer.md	3.3 薄壳层:回报在第二个消费者	抽象的判据是第二个消费者,而不是代码变整齐了
工程方法与项目治理	一个项目里没人写、没人读的边角文件,怎么保证它们真被查过?	chapters/r11b-the-unwritten-layer.md	TL;DR(快读路径)	38 个从未被引用过的文件,补读后查出 14 条代码缺陷
